rating,reviews,date
4,"            Sorted some minor electrical problems and couldn't get a spotlight off so replaced it which I was very happy about.
        ",2014-08-16T18:54:49.000+00:00
5,"            fully informed of when and what time they would arrive, clean and tidy workers and no hassles
        ",2014-08-16T13:06:36.000+00:00
5,"            The engineer arrived early and left late . apart from servicing my boiler he dealt with a problem of water getting into the central heating when only the hot water was on . he also replaced 2 faulty temperature regulators .
        ",2014-08-16T10:15:57.000+00:00
4,"            Came on time and did service in quiet and efficient manner
        ",2014-08-16T10:02:20.000+00:00
4,"            Gas service carried out satisfactorily. Friendly, helpful engineer.
        ",2014-08-15T15:52:45.000+00:00
4,"            All was OK, highlighted a couple of points, I presume he serviced the boiler  and flushed the filter as well as doing the required safety checks.
        ",2014-08-15T15:25:11.000+00:00
5,"            Punctual and all fixed efficiently. Great advice too. Thank you
        ",2014-08-15T14:52:07.000+00:00
5,"            The bloke turned up in the allotted time and was very quick and tidy.
        ",2014-08-15T08:58:02.000+00:00
5,"            Came when they said, listed to my fault description, repaired boiler. Full service carried out. No problems, no dramas, just sorted.
        ",2014-08-14T21:33:31.000+00:00
4,"            No friction, excellent service and a very friendly and likeable engineer.Only downside is it took three weeks to book an appointment - NOT the engineer's fault!
        ",2014-08-14T19:51:35.000+00:00
4,"            To date British Gas have never let us down. Occasionally an engineer might be a bit grumpy if the appliances aren't where he wanted them to be but on the whole they are very good. In fact the last engineer we recently had was an exceptionally nice chap and was very amiable and professional. He sorted our problem out willingly and with a smile on his face.
        ",2014-08-14T19:38:40.000+00:00
5,"            Phoned before they came to say they were on there way. Very pleasant staff.
        ",2014-08-14T19:04:07.000+00:00
5,"            Good service
        ",2014-08-14T18:56:38.000+00:00
5,"            A very helpful engineer arrived and did the service quickly and efficently and he was very friendly
        ",2014-08-14T17:10:31.000+00:00
5,"            Early appointment parts obtained in two days returned and repaired dishwasher. From requesting an engineer to job done just four working days. First class
        ",2014-08-14T16:54:01.000+00:00
5,"            The engineer introduced himself by making contact to let me know that he was on his way. Introduced himself on arrival, clearly displaying the company that he represented.Quickly got on with the job once we had discussed a couple of minor problems I had and shown him where the problems were.Protected carpeted areas and work tops - occasional interactions with me relating to the annual service.Informed me of what he was doing when he went to fetch items from his van. Completed report on the spot and allowed me time to read it through before leaving. Asked if there were any other problems. Tidied up and left with a cheery goodbye.
        ",2014-08-14T10:27:58.000+00:00
